Date,Platform,CTR (%),Impressions,Likes,Shares,Comments,Sales Revenue ($),Conversion Rate (%),Ad Spend ($),ROI (%),Positive Sentiment (%),Neutral Sentiment (%),Negative Sentiment (%)
2024-02-17,Twitter Ads,1.17,21400,7769,908,2512,3040.04,14.54,25561.07,-88.11,63,22,15
2024-02-17,LinkedIn Ads,2.71,341952,9607,1472,1462,5754.6,9.36,48464.34,-88.13,47,43,10
2024-02-17,TikTok Ads,3.07,371787,7466,3620,2826,67767.45,14.04,39822.36,70.17,67,24,9
2024-02-18,Google Ads,3.91,444200,6657,1450,603,81484.42,13.01,22131.04,268.19,69,33,-2
2024-02-18,Facebook Ads,3.21,274307,8964,3771,2466,70260.41,7.11,42308.22,66.07,44,23,33
2024-02-18,Instagram Ads,2.75,330268,8743,721,2238,43121.12,14.03,48563.12,-11.21,51,41,8
2024-02-18,Twitter Ads,2.41,145766,9802,4594,699,15237.42,8.04,28267.25,-46.1,66,47,-13
2024-02-18,LinkedIn Ads,3.58,413960,3250,4922,2183,32236.56,1.88,13553.93,137.84,64,37,-1
2024-02-18,TikTok Ads,4.91,472747,2568,3830,39,32252.1,13.04,42954.73,-24.92,67,47,-14
2024-02-19,Google Ads,3.7,210015,6346,334,2290,55737.05,2.1,24415.46,128.29,56,44,0
2024-02-19,Facebook Ads,3.13,74402,9103,2424,1665,93960.07,2.67,31937.14,194.2,61,49,-10
2024-02-19,Instagram Ads,2.23,189819,5163,3184,896,23775.34,14.7,30497.19,-22.04,50,42,8
2024-02-19,Twitter Ads,1.38,57288,1681,3210,1136,73941.93,7.81,3214.4,2200.33,57,33,10
2024-02-19,LinkedIn Ads,2.83,14778,295,594,2144,78749.51,10.24,31086.68,153.32,61,33,6
2024-02-19,TikTok Ads,4.17,275243,5834,3188,1466,85458.82,5.05,11668.0,632.42,57,48,-5
2024-02-20,Google Ads,1.49,23032,1013,4093,2857,97965.84,9.06,35518.17,175.82,55,25,20
2024-02-20,Facebook Ads,1.33,398514,1900,4911,2926,72816.26,4.56,17387.71,318.78,52,43,5
2024-02-20,Instagram Ads,4.57,447443,7618,702,2693,43683.1,9.8,11649.0,274.99,57,26,17
2024-02-20,Twitter Ads,0.69,89417,7510,380,294,23446.64,11.78,31635.8,-25.89,65,29,6
2024-02-20,LinkedIn Ads,2.1,300431,252,1957,552,90438.32,11.83,14047.47,543.81,67,28,5
2024-02-20,TikTok Ads,2.01,64409,4615,4377,401,97090.01,12.66,745.43,12924.7,44,43,13
2024-02-21,Google Ads,1.38,463574,3549,493,856,12882.2,3.98,18283.26,-29.54,60,43,-3
2024-02-21,Facebook Ads,3.17,132735,5606,1778,1061,80938.02,10.48,5753.39,1306.79,53,20,27
2024-02-21,Instagram Ads,4.33,200158,5532,315,2662,45712.75,8.05,38601.31,18.42,54,45,1
2024-02-21,Twitter Ads,1.7,185064,555,4677,2278,89534.46,2.46,24431.09,266.48,64,32,4
2024-02-21,LinkedIn Ads,2.81,255603,3477,3737,196,25039.52,0.82,24616.7,1.72,68,26,6
2024-02-21,TikTok Ads,3.34,351328,2254,67,251,98175.7,14.59,24193.34,305.8,56,39,5
2024-02-22,Google Ads,1.02,374715,1201,583,664,98996.89,1.78,9564.5,935.05,50,42,8
2024-02-22,Facebook Ads,4.55,23195,3394,1858,1154,18178.78,13.94,21263.86,-14.51,55,32,13
2024-02-22,Instagram Ads,0.89,453611,661,2851,994,67039.35,4.89,32782.83,104.5,61,32,7
2024-02-22,Twitter Ads,2.6,47102,1264,398,2658,53423.15,7.91,38684.97,38.1,66,22,12
2024-02-22,LinkedIn Ads,1.98,134748,9539,3791,2409,67146.04,5.49,15007.75,347.41,40,49,11
2024-02-22,TikTok Ads,4.6,141665,3629,2032,737,70538.13,5.98,31419.25,124.51,53,39,8
2024-02-23,Google Ads,4.79,239533,6177,4721,2783,85784.2,13.95,18014.71,376.19,41,20,39
2024-02-23,Facebook Ads,0.68,247352,8371,1997,1335,67530.48,14.69,39494.51,70.99,62,46,-8
2024-02-23,Instagram Ads,3.27,46620,4693,2658,697,17903.08,1.42,29757.63,-39.84,44,35,21
2024-02-23,Twitter Ads,2.95,226383,2708,3026,2259,50828.39,1.37,21643.92,134.84,67,24,9
2024-02-23,LinkedIn Ads,4.8,475750,8412,3720,1968,35038.08,6.99,5911.96,492.66,55,48,-3
2024-02-23,TikTok Ads,1.13,275124,2107,3942,1378,45022.43,2.9,17033.75,164.31,45,40,15
2024-02-24,Google Ads,1.69,339733,3918,563,2555,67746.15,7.98,12783.09,429.97,57,36,7
2024-02-24,Facebook Ads,3.64,476099,2562,3106,2714,67527.83,3.85,34354.85,96.56,56,28,16
2024-02-24,Instagram Ads,4.79,367560,6958,2515,1817,64836.52,10.95,22137.72,192.88,46,28,26
2024-02-24,Twitter Ads,0.94,254916,1973,2772,1195,70326.75,9.47,34946.3,101.24,68,24,8
2024-02-24,LinkedIn Ads,3.43,280802,7849,2569,708,58659.25,3.82,29065.53,101.82,50,49,1
2024-02-24,TikTok Ads,4.83,158206,3635,1536,632,61931.58,12.95,8163.45,658.64,53,40,7
2024-02-25,Google Ads,1.25,102422,9963,3207,2325,20880.74,13.49,12201.47,71.13,40,35,25
2024-02-25,Facebook Ads,3.71,140848,5572,4142,450,89020.57,14.83,5703.03,1460.93,40,48,12
2024-02-25,Instagram Ads,2.78,289151,4371,4240,1537,15731.23,13.11,16261.12,-3.26,41,27,32
2024-02-25,Twitter Ads,3.01,434871,3481,1888,1030,27155.52,4.32,5731.62,373.78,61,47,-8
2024-02-25,LinkedIn Ads,4.01,298783,8579,2870,1347,72859.96,14.34,29163.77,149.83,52,28,20
2024-02-25,TikTok Ads,3.16,63905,526,4471,2884,43404.36,14.14,35216.04,23.25,57,45,-2
2024-02-26,Google Ads,0.52,125279,9925,393,2266,1607.97,13.1,45055.19,-96.43,46,27,27
2024-02-26,Facebook Ads,3.11,242013,8594,1033,1720,17103.42,7.5,43391.57,-60.58,50,28,22
2024-02-26,Instagram Ads,4.03,435985,3432,4363,1958,96255.71,5.17,19058.22,405.06,45,47,8
2024-02-26,Twitter Ads,1.78,283228,6505,770,2553,33731.3,5.88,13906.6,142.56,48,46,6
2024-02-26,LinkedIn Ads,3.81,118684,2058,904,2917,61419.14,10.87,825.44,7340.78,42,41,17
2024-02-26,TikTok Ads,1.49,301771,6511,4420,788,89099.41,7.14,7338.67,1114.11,48,29,23
2024-02-27,Google Ads,2.46,50900,2866,1203,566,82474.78,14.99,29918.96,175.66,68,41,-9
2024-02-27,Facebook Ads,1.99,394520,5872,302,1476,11710.76,6.39,7724.03,51.61,60,37,3
2024-02-27,Instagram Ads,3.87,487743,7211,4310,1143,25700.79,5.04,31838.89,-19.28,56,48,-4
2024-02-27,Twitter Ads,4.13,146605,2974,3132,1013,55028.22,4.5,29585.64,86.0,50,38,12
2024-02-27,LinkedIn Ads,2.69,426123,6527,1734,762,54461.89,7.21,29397.33,85.26,59,24,17
2024-02-27,TikTok Ads,1.93,38775,4343,981,49,51835.85,12.65,40306.8,28.6,62,28,10
2024-02-28,Google Ads,2.98,409261,2545,408,1810,24926.42,1.14,4697.03,430.68,43,34,23
2024-02-28,Facebook Ads,4.58,148290,6388,3660,2918,90802.3,12.89,5786.37,1469.24,67,33,0
2024-02-28,Instagram Ads,2.84,369317,2675,2900,2896,96756.59,4.97,9867.34,880.57,59,47,-6
2024-02-28,Twitter Ads,3.76,393526,7843,731,2087,54746.8,12.89,19700.32,177.9,51,47,2
2024-02-28,LinkedIn Ads,0.67,255391,6704,4331,284,78751.12,3.52,28437.59,176.93,46,30,24
2024-02-28,TikTok Ads,2.76,65094,5482,4919,1499,40074.26,10.16,22279.83,79.87,51,26,23
2024-02-29,Google Ads,1.74,251157,6244,2346,1944,90033.65,8.59,10614.0,748.25,59,28,13
2024-02-29,Facebook Ads,2.11,460469,3824,1531,2313,40052.22,5.36,4085.78,880.28,66,48,-14
2024-02-29,Instagram Ads,2.25,178945,6721,2976,1605,59199.96,6.91,13650.94,333.67,54,32,14
2024-02-29,Twitter Ads,0.8,341896,5159,266,1969,28706.96,0.78,14259.67,101.32,54,43,3
2024-02-29,LinkedIn Ads,1.24,286070,6905,2926,1119,3853.12,11.54,24358.9,-84.18,54,33,13
2024-02-29,TikTok Ads,4.26,79942,3184,2188,743,47278.7,6.93,44404.45,6.47,50,49,1
2024-03-01,Google Ads,2.58,81668,5150,3096,1107,5504.71,13.64,29643.27,-81.43,58,32,10
2024-03-01,Facebook Ads,3.31,426151,1432,1955,1336,20250.35,4.83,6601.5,206.75,56,36,8
2024-03-01,Instagram Ads,4.97,233263,5022,3820,2946,77981.62,3.92,31753.37,145.59,57,47,-4
2024-03-01,Twitter Ads,4.5,305732,3297,3515,1326,37218.48,9.24,42917.27,-13.28,69,29,2
2024-03-01,LinkedIn Ads,2.09,468958,3918,1532,2492,93463.66,4.8,19326.38,383.61,61,22,17
2024-03-01,TikTok Ads,1.29,118433,7250,1828,2930,69254.39,7.3,23183.05,198.73,41,48,11
2024-03-02,Google Ads,3.78,416651,1874,865,152,6979.66,12.84,27846.99,-74.94,60,33,7
2024-03-02,Facebook Ads,0.63,166767,115,3793,166,83386.19,7.75,41686.62,100.03,64,46,-10
2024-03-02,Instagram Ads,0.76,126495,5667,4269,2996,7122.53,7.37,48217.09,-85.23,48,28,24
2024-03-02,Twitter Ads,2.49,251172,9241,4137,2225,93343.01,13.52,27944.6,234.03,58,24,18
2024-03-02,LinkedIn Ads,1.27,6437,5495,912,2036,37725.03,6.24,48469.62,-22.17,58,24,18
2024-03-02,TikTok Ads,3.36,65198,7779,4265,375,27715.91,4.6,15728.91,76.21,68,27,5
2024-03-03,Google Ads,4.64,43111,9790,2266,947,82792.67,6.79,22652.99,265.48,51,30,19
2024-03-03,Facebook Ads,3.67,489662,6618,202,2363,46920.32,3.65,18666.71,151.36,69,37,-6
2024-03-03,Instagram Ads,1.97,203284,1852,1552,2669,64276.62,3.26,38027.63,69.03,46,39,15
2024-03-03,Twitter Ads,1.51,402708,174,1409,1890,61273.79,10.66,39691.18,54.38,69,47,-16
2024-03-03,LinkedIn Ads,2.31,35609,181,1181,503,61117.43,13.19,42056.87,45.32,62,23,15
2024-03-03,TikTok Ads,3.37,278455,9450,3111,728,67350.01,13.26,38265.01,76.01,58,31,11
2024-03-04,Google Ads,1.82,377548,3385,3339,2213,65597.02,14.2,10947.91,499.17,67,34,-1
2024-03-04,Facebook Ads,4.23,465908,9613,1664,296,26068.2,13.38,36839.14,-29.24,57,36,7
2024-03-04,Instagram Ads,4.44,217072,9637,3101,1991,73131.67,3.86,1249.22,5754.19,45,33,22
2024-03-04,Twitter Ads,2.44,39577,1770,1350,2637,87913.54,3.57,1103.44,7867.22,66,27,7
2024-03-04,LinkedIn Ads,1.89,108819,7056,3141,2878,36831.96,5.89,48981.42,-24.8,59,32,9
2024-03-04,TikTok Ads,3.63,60752,3543,2351,2889,31301.21,1.19,34373.13,-8.94,40,26,34
2024-03-05,Google Ads,2.45,258432,2486,2276,433,90261.28,6.81,39539.25,128.28,65,44,-9
2024-03-05,Facebook Ads,2.73,334358,8550,3382,1356,24576.03,9.59,7918.09,210.38,47,33,20
2024-03-05,Instagram Ads,3.51,73494,5709,4514,2279,20295.24,2.73,19117.01,6.16,65,32,3
2024-03-05,Twitter Ads,2.04,53734,8729,1732,1839,90688.56,11.57,14572.13,522.34,64,21,15
2024-03-05,LinkedIn Ads,0.78,331083,8161,3301,2019,63041.02,10.93,34076.68,85.0,48,38,14
2024-03-05,TikTok Ads,1.58,37329,6985,579,1482,38968.62,12.92,16401.41,137.59,67,49,-16
2024-03-06,Google Ads,1.74,473111,172,4682,2298,82381.38,8.14,41919.58,96.52,63,40,-3
2024-03-06,Facebook Ads,4.25,252171,6846,3040,2815,78620.39,14.19,19161.32,310.31,51,34,15
2024-03-06,Instagram Ads,2.9,99332,393,4496,2202,19112.98,1.93,42862.15,-55.41,66,28,6
2024-03-06,Twitter Ads,3.63,167285,8475,3496,1365,3525.57,7.73,12455.49,-71.69,59,34,7
2024-03-06,LinkedIn Ads,3.4,308254,6591,4192,1110,33572.74,5.4,28975.17,15.87,44,33,23
2024-03-06,TikTok Ads,3.56,213485,8761,1910,967,46514.07,7.3,5268.32,782.9,66,49,-15
2024-03-07,Google Ads,4.36,128058,7324,3894,2721,36209.56,6.18,49786.8,-27.27,43,41,16
2024-03-07,Facebook Ads,4.97,118669,9979,414,1331,21899.11,10.33,24976.78,-12.32,61,32,7
2024-03-07,Instagram Ads,1.28,439719,9111,3805,1523,46971.05,8.1,27159.76,72.94,44,38,18
2024-03-07,Twitter Ads,3.16,29896,1567,4774,1598,61708.44,12.91,9862.71,525.67,58,33,9
2024-03-07,LinkedIn Ads,1.43,443893,4528,1124,568,12530.59,14.76,27113.47,-53.78,68,32,0
2024-03-07,TikTok Ads,1.5,49155,6672,4409,157,68785.05,11.67,12678.56,442.53,47,22,31
2024-03-08,Google Ads,4.42,21901,8603,849,2830,11432.51,8.12,36398.82,-68.59,45,37,18
2024-03-08,Facebook Ads,1.22,495808,1182,2387,347,37502.24,5.55,32327.12,16.01,63,49,-12
2024-03-08,Instagram Ads,2.81,141759,5556,2538,367,59405.08,7.22,43220.55,37.45,43,28,29
2024-03-08,Twitter Ads,1.98,463342,2387,1945,1199,64978.69,11.01,35638.76,82.33,50,49,1
2024-03-08,LinkedIn Ads,1.96,100131,7426,184,2275,79425.48,8.51,10111.86,685.47,41,33,26
2024-03-08,TikTok Ads,0.83,360721,1030,1782,861,59858.46,13.09,27801.32,115.31,68,27,5
2024-03-09,Google Ads,1.19,464846,2848,3806,177,92901.88,1.8,3091.24,2905.33,55,24,21
2024-03-09,Facebook Ads,3.85,324322,9507,4681,336,42550.25,12.56,47795.2,-10.97,40,32,28
2024-03-09,Instagram Ads,0.62,152917,9454,4008,163,78684.06,8.61,3191.09,2365.74,55,46,-1
2024-03-09,Twitter Ads,3.2,483766,411,453,977,77457.57,5.47,33272.1,132.8,57,44,-1
2024-03-09,LinkedIn Ads,2.62,383558,9504,1949,2742,2670.68,1.17,23957.82,-88.85,49,31,20
2024-03-09,TikTok Ads,2.48,359211,6886,4962,2880,31232.22,2.65,20169.19,54.85,59,37,4
2024-03-10,Google Ads,1.3,246214,1429,4102,1755,47489.78,5.06,28457.79,66.88,55,24,21
2024-03-10,Facebook Ads,0.73,470156,6103,4584,805,67453.87,14.01,19203.89,251.25,69,49,-18
2024-03-10,Instagram Ads,3.49,440893,3619,1859,1092,37808.25,6.94,11668.16,224.03,65,47,-12
2024-03-10,Twitter Ads,4.69,385903,1114,1005,2930,72624.14,12.74,24630.6,194.85,52,48,0
2024-03-10,LinkedIn Ads,3.89,28488,3181,568,1865,80036.57,5.69,13968.22,472.99,51,36,13
2024-03-10,TikTok Ads,3.23,327472,145,3157,537,63259.18,8.72,16352.85,286.84,63,22,15
2024-03-11,Google Ads,0.64,430396,8776,1294,1035,79656.8,11.24,43073.18,84.93,53,36,11
2024-03-11,Facebook Ads,3.21,403876,3383,3771,910,51308.29,4.11,41327.0,24.15,40,20,40
2024-03-11,Instagram Ads,4.79,370234,397,2729,1951,66338.63,6.64,26336.78,151.89,53,30,17
2024-03-11,Twitter Ads,3.94,298658,7247,4966,1226,87235.33,7.72,4834.11,1704.58,57,32,11
2024-03-11,LinkedIn Ads,1.42,222999,7183,4335,1453,78392.9,12.29,34590.75,126.63,40,35,25
2024-03-11,TikTok Ads,3.13,443052,3447,1061,2030,91736.92,2.74,18194.48,404.2,55,47,-2
2024-03-12,Google Ads,1.72,141601,2252,3980,2492,30860.32,10.26,23972.82,28.73,68,49,-17
2024-03-12,Facebook Ads,1.35,399503,1363,540,833,76353.14,2.42,8934.99,754.54,52,41,7
2024-03-12,Instagram Ads,1.24,453868,5396,620,714,42824.7,14.59,5430.48,688.6,40,26,34
2024-03-12,Twitter Ads,2.64,373035,3001,3877,2421,34961.2,5.06,46741.91,-25.2,63,42,-5
2024-03-12,LinkedIn Ads,0.69,371878,7769,1656,687,55960.53,3.71,32351.23,72.98,55,26,19
2024-03-12,TikTok Ads,2.07,69366,8397,2132,1609,61468.28,4.55,19185.05,220.4,65,29,6
2024-03-13,Google Ads,4.85,328438,9816,2169,595,33616.67,8.9,43446.58,-22.63,58,46,-4
2024-03-13,Facebook Ads,2.31,488281,2570,2135,691,57850.11,7.6,41791.79,38.42,67,35,-2
2024-03-13,Instagram Ads,2.3,484156,6916,1095,1881,11821.97,1.77,30622.61,-61.39,43,27,30
2024-03-13,Twitter Ads,4.5,78606,8172,2221,2986,86342.28,5.3,22210.67,288.74,50,46,4
2024-03-13,LinkedIn Ads,0.6,421043,6826,3540,2919,87887.21,10.92,21697.63,305.05,54,42,4
2024-03-13,TikTok Ads,0.85,34115,5106,2027,340,77540.0,5.42,3692.1,2000.16,59,26,15
2024-03-14,Google Ads,2.61,291504,9420,597,2757,52713.47,8.46,13083.17,302.91,57,49,-6
2024-03-14,Facebook Ads,2.77,211543,9456,1689,949,49350.31,13.65,28145.24,75.34,64,29,7
2024-03-14,Instagram Ads,4.81,412090,7251,769,2273,81435.8,11.07,42011.08,93.84,53,43,4
2024-03-14,Twitter Ads,4.52,219640,2482,2098,945,49171.1,8.73,4044.97,1115.61,43,26,31
2024-03-14,LinkedIn Ads,3.56,470984,6984,4556,357,94396.64,12.06,15792.26,497.74,46,42,12
2024-03-14,TikTok Ads,3.66,442763,1928,3031,1135,87055.85,6.1,20363.78,327.5,68,47,-15
2024-03-15,Google Ads,1.25,150422,424,3191,1737,67695.8,7.98,11458.12,490.81,51,41,8
2024-03-15,Facebook Ads,1.37,140097,8416,4781,1954,58318.91,14.92,12140.4,380.37,46,41,13
2024-03-15,Instagram Ads,3.6,294656,5441,1680,2631,45232.34,5.11,46932.94,-3.62,65,22,13
2024-03-15,Twitter Ads,3.7,103673,3615,657,2141,75527.19,3.63,14273.07,429.16,67,20,13
2024-03-15,LinkedIn Ads,4.65,253012,290,1375,2500,20107.11,8.32,43179.15,-53.43,45,33,22
2024-03-15,TikTok Ads,3.38,497175,9294,2413,748,66347.98,4.88,40743.06,62.84,52,40,8
2024-03-16,Google Ads,0.87,464774,3577,297,2823,60212.27,6.97,43969.03,36.94,53,36,11
2024-03-16,Facebook Ads,3.54,198314,9532,1864,1327,99437.94,14.86,42111.8,136.13,56,27,17
2024-03-16,Instagram Ads,4.34,21801,3718,3797,865,48123.25,0.64,34282.89,40.37,62,33,5
2024-03-16,Twitter Ads,3.43,29305,1129,2723,322,74104.49,9.49,5633.05,1215.53,45,44,11
2024-03-16,LinkedIn Ads,3.75,362139,8702,507,928,57838.38,10.57,24140.47,139.59,58,47,-5
2024-03-16,TikTok Ads,2.28,217467,2218,392,2756,40284.14,5.24,636.74,6226.62,68,21,11
2024-03-17,Google Ads,4.64,440207,2761,2515,2587,67008.35,4.94,16142.89,315.1,41,20,39
2024-03-17,Facebook Ads,4.51,42081,2182,4004,1326,9495.36,12.11,1173.64,709.05,66,26,8
2024-03-17,Instagram Ads,4.3,468209,5264,3500,129,5860.74,14.48,7947.18,-26.25,56,37,7
2024-03-17,Twitter Ads,4.0,188223,4873,4352,196,65091.33,2.89,20103.85,223.78,68,31,1
2024-03-17,LinkedIn Ads,0.77,323558,4712,2838,1771,80028.6,9.57,43001.87,86.1,43,40,17
2024-03-17,TikTok Ads,0.96,93209,3284,2172,1197,86519.75,7.06,38138.07,126.86,59,41,0
2024-03-18,Google Ads,4.99,32955,2696,1629,2499,87368.64,3.86,7498.61,1065.13,53,40,7
2024-03-18,Facebook Ads,2.72,347931,934,4504,1449,49588.72,13.61,36358.51,36.39,51,40,9
2024-03-18,Instagram Ads,4.36,144928,1625,446,2589,86092.28,7.8,49595.56,73.59,55,39,6
2024-03-18,Twitter Ads,3.49,108066,929,2621,187,76458.98,11.44,10654.12,617.65,67,35,-2
2024-03-18,LinkedIn Ads,1.3,247480,1092,620,357,45132.98,6.15,44569.44,1.26,65,36,-1
2024-03-18,TikTok Ads,1.46,306683,7514,1124,1434,97094.76,7.56,30031.27,223.31,46,21,33
2024-03-19,Google Ads,4.0,302276,7967,962,604,4969.56,8.64,7817.96,-36.43,68,46,-14
2024-03-19,Facebook Ads,3.52,329226,4554,2191,1787,1845.39,6.84,27516.33,-93.29,45,20,35
2024-03-19,Instagram Ads,4.54,238780,572,885,2007,1178.83,9.75,27566.08,-95.72,40,35,25
2024-03-19,Twitter Ads,1.28,392201,9889,2654,2509,37668.16,4.49,8081.72,366.09,67,38,-5
2024-03-19,LinkedIn Ads,4.23,309444,5009,764,1827,55745.37,5.89,29752.4,87.36,44,40,16
2024-03-19,TikTok Ads,1.45,45908,1013,2064,106,43569.16,12.74,21913.45,98.82,65,43,-8
2024-03-20,Google Ads,1.74,331940,8006,3857,1743,61029.93,10.03,48199.87,26.62,42,47,11
2024-03-20,Facebook Ads,1.4,94780,5449,4785,1007,47710.86,5.77,33855.55,40.92,53,49,-2
2024-03-20,Instagram Ads,1.12,252220,6659,2886,942,58400.19,2.01,29690.09,96.7,45,26,29
2024-03-20,Twitter Ads,3.85,407302,5062,3260,2504,20755.06,11.15,35251.55,-41.12,42,35,23
2024-03-20,LinkedIn Ads,2.61,150814,8909,1019,2592,81358.33,10.55,4787.74,1599.31,54,49,-3
2024-03-20,TikTok Ads,4.95,277046,9667,4789,940,22328.38,11.58,30782.05,-27.46,53,20,27
2024-03-21,Google Ads,1.37,437467,2360,3563,1449,92316.53,12.06,21172.17,336.03,59,27,14
2024-03-21,Facebook Ads,2.48,442455,2139,4720,1049,90509.52,3.89,36895.08,145.32,49,47,4
2024-03-21,Instagram Ads,0.99,457634,5902,2764,2194,71945.0,3.82,13698.68,425.2,68,24,8
2024-03-21,Twitter Ads,1.18,336000,2136,3761,2050,82245.13,1.19,35213.9,133.56,40,48,12
2024-03-21,LinkedIn Ads,4.2,12042,5690,3899,2330,74102.69,2.98,46432.44,59.59,69,42,-11
2024-03-21,TikTok Ads,1.6,49652,1306,4405,236,30363.96,4.49,37288.17,-18.57,60,39,1
2024-03-22,Google Ads,3.34,489391,3320,4357,1755,15494.21,8.14,27212.35,-43.06,43,26,31
2024-03-22,Facebook Ads,2.21,43244,2077,2813,2690,41329.54,5.08,30877.25,33.85,68,43,-11
2024-03-22,Instagram Ads,3.07,23861,5931,3813,137,33748.82,7.43,26545.76,27.13,69,33,-2
2024-03-22,Twitter Ads,2.7,376527,4928,4131,1246,48816.6,10.47,19677.14,148.09,57,48,-5
2024-03-22,LinkedIn Ads,2.19,76962,9892,1277,982,16492.09,0.99,17446.87,-5.47,49,45,6
2024-03-22,TikTok Ads,2.29,213699,6095,3863,441,50680.96,14.24,2215.51,2187.55,63,35,2
2024-03-23,Google Ads,4.43,46164,9346,1583,661,46936.87,2.45,27152.0,72.87,50,48,2
2024-03-23,Facebook Ads,4.71,306255,9802,1265,627,11128.19,4.6,4078.27,172.87,66,41,-7
2024-03-23,Instagram Ads,2.83,283011,4074,2989,2564,51959.35,6.64,535.21,9608.22,40,42,18
2024-03-23,Twitter Ads,2.4,254643,3782,2172,2926,78266.34,6.01,37188.38,110.46,51,33,16
2024-03-23,LinkedIn Ads,3.92,64927,6425,3739,285,20591.26,4.91,39120.07,-47.36,54,21,25
2024-03-23,TikTok Ads,2.63,493700,3780,898,495,60004.33,12.09,828.72,7140.6,45,44,11
2024-03-24,Google Ads,2.12,285825,197,1996,2983,47266.78,2.27,9643.5,390.14,59,20,21
2024-03-24,Facebook Ads,2.32,445494,7038,2320,1587,74533.84,8.52,17566.66,324.29,59,48,-7
2024-03-24,Instagram Ads,4.69,303066,8549,1980,2085,67418.87,2.97,47909.76,40.72,51,36,13
2024-03-24,Twitter Ads,3.32,65449,906,3080,2977,52913.38,10.72,32419.18,63.22,56,27,17
2024-03-24,LinkedIn Ads,2.24,326653,4188,4667,1362,13423.36,13.95,37661.01,-64.36,59,49,-8
2024-03-24,TikTok Ads,3.33,437483,1846,4944,1357,63257.33,13.26,45687.33,38.46,67,41,-8
2024-03-25,Google Ads,2.32,297860,4116,3300,1175,71909.04,11.97,36334.37,97.91,45,22,33
2024-03-25,Facebook Ads,2.4,249108,9655,1004,2804,22150.45,9.56,36729.02,-39.69,51,24,25
2024-03-25,Instagram Ads,4.27,450057,5848,219,470,20348.51,6.07,7942.87,156.19,67,46,-13
2024-03-25,Twitter Ads,2.16,172412,1719,1920,740,29347.93,12.78,22707.53,29.24,48,27,25
2024-03-25,LinkedIn Ads,2.24,394525,888,3941,2973,70487.47,12.95,3566.51,1876.37,66,40,-6
2024-03-25,TikTok Ads,2.81,382915,9254,726,896,20786.73,14.64,33950.26,-38.77,42,26,32
2024-03-26,Google Ads,1.03,400760,6497,179,445,11673.8,1.81,30408.23,-61.61,65,32,3
2024-03-26,Facebook Ads,1.73,177344,8614,1013,2342,91593.48,11.11,14962.06,512.17,67,43,-10
2024-03-26,Instagram Ads,3.73,350281,1253,3430,1452,49122.38,4.35,3437.24,1329.12,42,45,13
2024-03-26,Twitter Ads,2.84,106845,810,4542,2899,59141.16,3.05,24534.03,141.06,46,45,9
2024-03-26,LinkedIn Ads,3.29,306218,4720,3176,2250,53012.2,8.23,34417.99,54.02,49,23,28
2024-03-26,TikTok Ads,4.79,36833,3643,1355,1653,81684.09,4.63,9214.79,786.45,51,48,1
2024-03-27,Google Ads,2.85,331299,2184,757,1711,7897.5,8.53,20073.7,-60.66,47,42,11
2024-03-27,Facebook Ads,1.85,70483,7172,582,2514,94360.36,5.49,29495.35,219.92,65,33,2
2024-03-27,Instagram Ads,2.31,253043,447,1015,379,17328.19,3.39,34592.45,-49.91,51,24,25
2024-03-27,Twitter Ads,4.4,331126,7917,4257,185,64879.78,13.07,24366.95,166.26,46,49,5
2024-03-27,LinkedIn Ads,3.43,253935,1707,865,1624,72689.23,9.02,32475.47,123.83,58,39,3
2024-03-27,TikTok Ads,1.18,377891,5005,794,140,82491.06,3.59,48122.49,71.42,61,30,9
2024-03-28,Google Ads,4.07,7075,4239,628,1515,50645.48,1.23,23658.33,114.07,50,28,22
2024-03-28,Facebook Ads,4.09,51262,8399,2627,2774,32611.94,3.6,33610.02,-2.97,69,47,-16
2024-03-28,Instagram Ads,4.07,59625,7421,2191,168,55768.98,6.98,37733.34,47.8,41,25,34
2024-03-28,Twitter Ads,1.18,377313,6696,1472,904,91174.44,8.49,45721.38,99.41,48,46,6
2024-03-28,LinkedIn Ads,2.73,16635,7613,1188,598,53208.61,5.62,38495.78,38.22,46,47,7
2024-03-28,TikTok Ads,4.62,292969,7613,1363,1345,76856.93,6.3,32190.23,138.76,46,20,34
2024-03-29,Google Ads,2.71,308987,2284,4590,1643,42176.24,6.47,44321.63,-4.84,54,39,7
2024-03-29,Facebook Ads,2.96,109931,5306,3350,815,70624.53,10.61,10292.98,586.14,55,20,25
2024-03-29,Instagram Ads,1.19,351847,7937,4876,1940,28160.07,11.79,46054.69,-38.86,59,39,2
2024-03-29,Twitter Ads,1.96,154183,3056,1717,451,97666.83,1.3,1956.33,4892.35,44,44,12
2024-03-29,LinkedIn Ads,0.96,6211,4834,3229,318,37672.48,7.06,37322.21,0.94,53,33,14
2024-03-29,TikTok Ads,0.62,438960,9892,4859,2168,97550.7,4.67,42509.89,129.48,57,44,-1
2024-03-30,Google Ads,1.73,20708,4529,1129,1619,81430.75,7.41,36090.75,125.63,67,30,3
2024-03-30,Facebook Ads,1.42,26741,5692,3178,521,94437.36,14.59,20057.51,370.83,48,42,10
2024-03-30,Instagram Ads,3.29,475099,8319,1468,1342,26759.37,3.94,31412.73,-14.81,50,25,25
2024-03-30,Twitter Ads,3.76,490597,2527,1753,1551,46197.6,6.66,31134.6,48.38,64,48,-12
